,news_id,title,abstract,category
1114,N22384,Opioid distributors surge on plans for $18 billion settlement,"AmerisourceBergen, Cardinal Health, and McKesson surged more than 7% early Wednesday. The settlement would absolve state and local litigation.",finance
1116,N6851,"CTU Strike Continues, Fourth Day Of Canceled Classes For CPS Students",It's the fourth day of cancelled classes for Chicago Public Schools students as the teachers' strike continues.,finance
1117,N63374,Critics: $10-$28B Commuter Rail overhaul could be a 'New Big Dig',"The MBTA is moving forward on a plan to spend $10 billion to $28 billion on Commuter Rail updates   a ""New Big Dig"" in the making, critics caution, and top officials aren't saying how they will pay for it. The T Fiscal & Management Control Board on Monday approved a raft of resolutions directing […]",finance
1118,N50533,JPMorgan weighs shifting thousands of jobs out of New York area,JPMorgan Chase's new Manhattan headquarters is meant to be an ode to both the company and the city -- a monumental glass-and-steel tower that says the nation's largest bank grew up here. But New York may be losing its luster.,finance
1119,N12867,Worries grow over the Fed's efforts to fix funding issues,The central bank has been working feverishly to address issues that popped up more than a month ago in the repo market.,finance
1120,N53481,Palm Springs midcentury modern home by architect Charles DuBois listed at $1.9 million,"Newly updated, the three-bedroom house has 1,839 square feet of living space.",finance
1121,N26641,Asheville's US attorney blasts sheriff's decision to release inmate despite ICE detainer,Quentin Miller didn't notify ICE of the release of a man who was convicted of indecent liberties and is suspected to be in the U.S. illegally.,finance
1124,N52109,The millennial urban lifestyle is about to get more expensive,"As WeWork crashes and Uber bleeds cash, the consumer-tech gold rush may be coming to an end.",finance
1125,N12053,Apple TV Plus launching Friday with lowest price for major subscription service,"The company that brought you the Macintosh computer, iPhone, iPad and iTunes now wants you to turn to it for Apple-branded entertainment.",finance
1128,N36833,What viral budgets reveal about the rich,Income inequality and geographic inequality normalize absurd spending patterns.,finance
1129,N45333,Tesla stock rallies 20% after surprise quarterly profit,Tesla Inc. shares soar late Wednesday after the Silicon Valley car maker reported a surprise quarterly profit and said key projects were ahead of schedule.,finance
1130,N1193,Public can weigh in on search for new Norfolk superintendent,"Norfolk Public Schools is searching for its next superintendent but first, they want to hear from the community. Parents, teachers, and staff will be able to give feedback at several meetings this week. The superintendent position opened in June when Dr. Melinda Boone stepped down. She'd been with the district since 2015. Dr. Sharon Byrdsong has been appointed by the school board to serve as acting superintendent in the interim. RELATED: Norfolk...",finance
1138,N40105,Florida's attorney general launches investigation into 20 vaping companies,"Florida's attorney general announced Wednesday that she will investigate more than 20 vaping companies that sell the products in the state, saying there's a growing epidemic of teens using the e-cigarettes.",finance
1139,N61878,6 Surprising Sales to Shop on Black Friday,"Black Friday sales on big-screen TVs and Instant Pots might get all the love, but they are far from the only deals in town.",finance
1140,N23214,U.S. mulls extending Chevron's Venezuela waiver with more limits,"The Trump administration is considering an extension of Chevron Corp.'s waiver to operate in Venezuela, albeit with even greater limitations, according to people familiar with the matter. The 90-day sanctions reprieve would allow Chevron to continue its role as the last major U.S. oil producer in the nation beyond the Oct. 25 expiration date. Still, the Treasury Department wants to advance its ""maximum pressure strategy"" to further limit...",finance
1141,N17050,Elizabeth Warren's Days Defending Big Corporations,"Elizabeth Warren had never taken on the federal government before. But in 1995, she found herself up against the Clinton administration, representing the Cleveland-based conglomerate LTV Steel. Even though LTV had sold off its coal mines during the 1980s, a new law required it to contribute to a health fund for retired miners. LTV believed that it should not have to pay. Those claims, the company said, should have been handled as part of its...",finance
1142,N48566,"Chicago Teachers' Strike: Classes Canceled Again Tuesday, Mayor Lightfoot Says 'Beyond What We Put On The Table, There Is No More Money'",Students are out of school for the third school day in a row and picketing starts at all Chicago Public Schools at 6:30 a.m. Monday.,finance
1143,N58202,Buy Microsoft Stock Because JEDI Contract Changes the Game,"In winning the JEDI contract, Microsoft has turned into the ""top dog"" in the cloud computing world, and that's big news for MSFT stock.More From InvestorPlace 2 Toxic Pot Stocks You Should Avoid 10 Stocks to Buy Regardless of Q3 Earnings 8 Consumer Stocks to Buy before Thanksgiving 7 Autonomous Vehicle Stocks to Drive You to the Future",finance
1145,N31070,Dollar Tree fined after rat infestation in Oregon,"A Dollar Tree in northeast Portland, Oregon, is being fined $1,900 after reports of a rodent infestation that led to workplace safety violations.",finance
1146,N56245,Fed finalizes post-crisis rule easing for domestic and foreign banks,"Fed finalizes post-crisis rule easing for domestic, foreign banks",finance
1147,N59303,Why next year's rise in Social Security payments isn't so bad,"If you're disappointed in your upcoming raise, consider this a silver lining.",finance
1149,N60789,Round Rock condo project passes city rezoning hurdle,A project to build condos in Round Rock has sailed through the city's rezoning process. The City Council on Thursday approved rezoning a 26-acre tract north of Old Settlers Boulevard and west of A.W. Grimes Boulevard. The tract -- and another 60 acres surrounding it -- were annexed into the city through another agenda item also approved by the council Thursday. City planning and development ...,finance
